,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month
994,2016-071A,GOES 16 (Geostationary Operational Environmental Satellite GOES-R),USA,NOAA (National Oceanographic and Atmospheric Administration),USA,Lockheed Martin Missiles & Space,Government,Earth Observation,Earth Science/Meterology,GEO,nan,1436.1,20.0,5192.0,2857,nan,Cape Canaveral,Atlas 5,2016,11
995,2018-022A,GOES 17 (Geostationary Operational Environmental Satellite GOES-S),USA,NOAA (National Oceanographic and Atmospheric Administration),USA,Lockheed Martin Missiles & Space,Government,Earth Observation,Earth Science/Meterology,GEO,nan,1436.09,15.0,5211.0,3000,nan,Cape Canaveral,Atlas 5,2018,3
996,2022-021A,GOES 18 (Geostationary Operational Environmental Satellite GOES-T),USA,NOAA (National Oceanographic and Atmospheric Administration),USA,Lockheed Martin Missiles & Space,Government,Earth Observation,Earth Science/Meterology,GEO,nan,1436.1,15.0,5209.0,2857,nan,Cape Canaveral,Atlas 5,2022,3
997,2016-073A,Göktürk 1,Turkey,Turkish Ministry of National Defense,Multinational,Thales Alenia Space,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,98.42,7.0,1060.0,nan,nan,Guiana Space Center,Vega,2016,12
998,2012-073A,Göktürk 2,Turkey,Turkish Ministry of National Defense,Turkey,TÜBİTAK Space Technologies Research Institute/Turkish Aerospace Industries,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,98.35,5.0,409.0,nan,nan,Jiuquan Satellite Launch Center,Long March 2D,2012,12
999,2018-015F,GomX-4A,Denmark,GomSpace ApS,Denmark,GomSpace,Military,Earth Observation,nan,LEO,Sun-Synchronous,94.5,4.0,8.0,nan,nan,Jiuquan Satellite Launch Center,Long March 2D,2018,2
1000,2018-015E,GomX-4B,Denmark,GomSpace ApS,Denmark,GomSpace,Government,Technology Development,nan,LEO,Sun-Synchronous,94.5,4.0,8.0,nan,nan,Jiuquan Satellite Launch Center,Long March 2D,2018,2
1001,2015-020A,Gonets M-11 (Gonets M21),Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.0,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2015,3
1002,2015-020B,Gonets M-12 (Gonets M22),Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.0,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2015,3
1003,2015-020C,Gonets M-13 (Gonets M23),Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.0,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2015,3
1004,2013-048A,Gonets M-14,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.86,7.0,270.0,nan,120,Plesetsk Cosmodrome,Rokot,2013,9
1005,2013-048B,Gonets M-16,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.0,7.0,270.0,nan,120,Plesetsk Cosmodrome,Rokot,2013,9
1006,2013-048C,Gonets M-17,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.02,7.0,270.0,nan,120,Plesetsk Cosmodrome,Rokot,2013,9
1007,2014-036A,Gonets M-18,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.87,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2014,7
1008,2014-036B,Gonets M-19,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.89,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2014,7
1009,2014-036C,Gonets M-20,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.84,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2014,7
1010,2019-096A,Gonets M-24,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2019,12
1011,2019-096B,Gonets M-25,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2019,12
1012,2019-096C,Gonets M-26,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Rokot,2019,12
1013,2020-068A,Gonets M-27,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,9
1014,2020-068B,Gonets M-28,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,9
1015,2020-068C,Gonets M-29,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,116.01,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,9
1016,2020-091A,Gonets M-30,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.9,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,12
1017,2020-091B,Gonets M-31,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.9,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,12
1018,2020-091C,Gonets M-32,Russia,Gonets Satcom,Russia,ISS Reshetnev,Commercial,Communications,nan,LEO,Polar,115.9,7.0,280.0,nan,120,Plesetsk Cosmodrome,Soyuz-2.1b,2020,12
1019,2018-084B,GOSAT-2 (Greenhouse gases Observing Satellite-2; Ibuki-2),Japan,"JAXA, Ministry of Environment, National Institute of Environmental Studies",Japan,Mitsubishi Electric,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,96.5,5.0,1800.0,nan,nan,Tanegashima Space Center,H2A,2018,10
1020,2022-002R,Gossamer Piccolomini (Gossamer 1),USA,Lunasonde,USA,Lunasonde,Commercial,Earth Observation,Subsurface Imaging,LEO,Sun-Synchronous,94.6,4.0,1.0,nan,nan,Cape Canaveral,Falcon 9,2022,1
1021,2018-013A,GovSat-1 (SES-16),Luxembourg,LuxGovSat,USA,Orbital ATK,Multi Users,Communications,nan,GEO,nan,1436.1,15.0,4230.0,nan,nan,Cape Canaveral,Falcon 9,2018,1
1022,2014-009C,GPM Core Observatory (Global Precipitation Measurement),Multinational,National Aeronautics and Space Administration (NASA)/JAXA,USA,NASA/Goddard Space Flight Center,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,92.57,4.0,3850.0,nan,nan,Tanegashima Space Center,H2A,2014,2
1023,2018-047A,Grace Follow-on-1 (Gravity Recovery and Climate Experiment Follow-on-1),Multinational,NASA/German Research Centre for Geosciences (GFZ),Germany,NASA Jet Propulsion Laboratory/Airbus,Government,Earth Observation,Earth Science,LEO,Polar,94.5,5.0,600.0,nan,nan,Vandenberg AFB,Falcon 9,2018,5
1024,2018-047B,Grace Follow-on-2 (Gravity Recovery and Climate Experiment Follow-on-2),Multinational,NASA/German Research Centre for Geosciences (GFZ),Germany,NASA Jet Propulsion Laboratory/Airbus,Government,Earth Observation,Earth Science,LEO,Polar,94.5,5.0,600.0,nan,nan,Vandenberg AFB,Falcon 9,2018,5
1025,2009-002A,"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Mitsubishi Electric,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,98.1,5.0,1750.0,nan,3800,Tanegashima Space Center,H2A,2009,1
1026,2018-111Q,GRUS-1A,Japan,Axelspace,Japan,Axelspace,Commercial,Earth Observation,Multispectral Imaging,LEO,Sun-Synchronous,96.2,5.0,100.0,nan,nan,Vostochny Cosmodrome,Soyuz-2.1a,2018,12
1027,2021-022C,GRUS-1B,Japan,Axelspace,Japan,Axelspace,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,96.5,5.0,100.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
1028,2021-022B,GRUS-1C,Japan,Axelspace,Japan,Axelspace,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,96.5,5.0,100.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
1029,2021-022E,GRUS-1D,Japan,Axelspace,Japan,Axelspace,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,96.5,5.0,100.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
1030,2021-022D,GRUS-1E,Japan,Axelspace,Japan,Axelspace,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,96.5,5.0,100.0,nan,nan,Baikonur Cosmodrome,Soyuz-2.1a,2021,3
1031,2012-051B,GSAT-10,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.07,15.0,3400.0,1493,nan,Guiana Space Center,Ariane 5,2012,9
1032,2018-100B,GSAT-11,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.09,15.0,5854.0,nan,nan,Guiana Space Center,Ariane 5,2018,12
1033,2011-034A,GSAT-12,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,8.0,1410.0,559,1430,Satish Dhawan Space Centre,PSLV C17,2011,7
1034,2014-001A,GSAT-14,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,12.0,1982.0,nan,nan,Satish Dhawan Space Centre,GSLV,2014,1
1035,2015-065A,GSAT-15,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,12.0,3164.0,nan,nan,Guiana Space Center,Ariane 5,2015,1
1036,2014-078A,GSAT-16,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,15.0,3181.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2014,12
1037,2017-040B,GSAT-17,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,15.0,3477.0,nan,nan,Guiana Space Center,Ariane 5,2017,6
1038,2016-060A,GSAT-18,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,15.0,3404.0,nan,nan,Guiana Space Center,Ariane 5,2016,10
1039,2017-031A,GSAT-19E,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,10.0,3136.0,nan,nan,Satish Dhawan Space Centre,GSLV MK.3,2017,6
1040,2022-067A,GSAT-24,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,15.0,4181.0,nan,nan,Guiana Space Center,Ariane 5,2022,6
1041,2018-089A,GSAT-29,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,10.0,3400.0,nan,nan,Satish Dhawan Space Centre,GSLV MK.3,2018,11
1042,2020-005A,GSAT-30,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1437.7,15.0,3357.0,nan,nan,Guiana Space Center,Ariane 5,2020,1
1043,2019-007B,GSAT-31,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications,nan,GEO,nan,1436.1,15.0,2536.0,nan,4700,Guiana Space Center,Ariane 5,2019,2
1044,2015-041A,GSAT-6 (Insat 4-E),India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Multi Users,Communications,nan,GEO,nan,1436.1,12.0,2110.0,980,3100,Satish Dhawan Space Centre,GSLV,2015,8
1045,2013-044B,GSAT-7,India,Indian Navy,India,Indian Space Research Organization (ISRO),Military,Communications,nan,GEO,nan,1436.0,7.0,2650.0,nan,nan,Guiana Space Center,Ariane 5 ECA,2013,8
1046,2018-105A,GSAT-7A,India,Indian Air Force,India,Indian Space Research Organization (ISRO),Military,Communications,nan,GEO,nan,1436.11,8.0,2250.0,nan,nan,Satish Dhawan Space Centre,GSLV Mk.2,2018,12
1047,2011-022A,GSAT-8,India,Indian Space Research Organization (ISRO),India,Indian Space Research Organization (ISRO),Government,Communications/Navigation,nan,GEO,nan,1436.23,12.0,3093.0,1426,6250,Guiana Space Center,Ariane 5,2011,5
1048,2014-043B,"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",USA,Air Force Satellite Control Network,USA,Orbital Sciences Corp.,Military,Space Observation,Imaging,GEO,nan,1438.3,13.0,500.0,nan,nan,Cape Canaveral,Delta 4M,2014,7
1049,2016-052A,"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)",USA,Air Force Satellite Control Network,USA,Orbital ATK,Military,Space Observation,Imaging,GEO,nan,1436.02,13.0,500.0,nan,nan,Cape Canaveral,Delta 4M+,2016,8
1050,2016-052B,"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)",USA,Air Force Satellite Control Network,USA,Orbital ATK,Military,Space Observation,Imaging,GEO,nan,1438.54,13.0,500.0,nan,nan,Cape Canaveral,Delta 4M+,2016,8
1051,2022-006A,"GSSAP 5 (Geosynchronous Space Situational Awareness Program, USA 324)",USA,Air Force Satellite Control Network,USA,Northrup Grumman,Military,Space Observation,Imaging,GEO,nan,1438.0,13.0,500.0,nan,nan,Cape Canaveral,Atlas 5,2022,1
1052,2022-006B,"GSSAP 6 (Geosynchronous Space Situational Awareness Program, USA 325)",USA,Air Force Satellite Control Network,USA,Northrup Grumman,Military,Space Observation,Imaging,GEO,nan,1438.0,13.0,500.0,nan,nan,Cape Canaveral,Atlas 5,2022,1
1053,2021-023E,Gunsmoke-J1,USA,U.S. Army’s Space and Missile Defense Command,USA,U.S. Army’s Space and Missile Defense Command/TSEPT,Military,Earth Observation,nan,LEO,Non-Polar Inclined,95.7,4.0,5.0,nan,nan,Rocket Lab Launch Complex 1,Electron,2021,3
1054,2021-013D,Gunsmoke-J2,USA,U.S. Army’s Space and Missile Defense Command,USA,U.S. Army's Space and Missile Defense Command/TSEPT,Military,Earth Observation,nan,LEO,Non-Polar Inclined,95.7,4.0,5.0,nan,nan,Wallops Island Flight Facility,Cygnus,2021,2
1055,2021-058H,Gunsmoke-J4,USA,Department of Defense/Army Space and Missile Defense Command,USA,U.S. Army’s Space and Missile Defense Command/TSEPT,Military,Earth Observation,nan,LEO,Non-Polar Inclined,96.0,4.0,4.0,nan,nan,Virgin Orbit,LauncherOne,2021,6
1056,2022-019B,Hainan-1-01,China,Sanya Institute of Remote Sensing,China,Shenzhen Aerospace Dongfanghong Satellite Co. Ltd.,Government,Earth Observation,Maritime Observation,LEO,Sun-Synchronous,96.0,4.0,55.0,nan,nan,Wenchang Space Center,Long March 8,2022,2
1057,2022-019C,Hainan-1-02,China,Sanya Institute of Remote Sensing,China,Shenzhen Aerospace Dongfanghong Satellite Co. Ltd.,Government,Earth Observation,Maritime Observation,LEO,Sun-Synchronous,96.0,4.0,65.0,nan,nan,Wenchang Space Center,Long March 8,2022,2
1058,2021-050C,Haisi-2,China,Xiamen University/Aerospace Dongfanghong Satellite Co. Ltd. {CASC),China,Aerospace Dongfanghong Satellite Co. Ltd. (CASC),Multi Users,Earth Observation,Earth Science,LEO,Sun-Synchronous,95.2,4.0,311.0,nan,nan,Taiyuan Launch Center,Long March 2D,2021,6
1059,2018-068A,Haiyang 1C (HY 1C),China,State Oceanic Administration (SOA),China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,100.4,4.0,442.0,nan,nan,Taiyuan Launch Center,Long March 2C,2018,9
1060,2020-036A,Haiyang 1D (HY 1D),China,State Oceanic Administration (SOA),China,DFH Satellite Co. Ltd.,Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,100.4,4.0,442.0,nan,nan,Taiyuan Launch Center,Long March 2C,2020,6
1061,2011-043A,Haiyang 2A (HY 2A),China,State Oceanic Administration (SOA),China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,104.4,3.0,1500.0,nan,nan,Taiyuan Launch Center,Long March 4B,2011,8
1062,2018-081A,Haiyang 2B (HY 2B),China,State Oceanic Administration (SOA),China,China Academy of Space Technology (CAST),Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,104.1,3.0,1500.0,nan,nan,Taiyuan Launch Center,Long March 4B,2018,10
1063,2020-066A,Haiyang 2C (HY 2C),China,State Oceanic Administration (SOA),China,China Academy of Space Technology (CAST),Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,104.0,4.0,1500.0,nan,nan,Jiuquan Satellite Launch Center,Long March 4B,2020,9
1064,2021-043A,Haiyang 2D (HY 2D),China,State Oceanic Administration (SOA),China,China Academy of Space Technology (CAST),Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,104.0,4.0,1500.0,nan,nan,Jiuquan Satellite Launch Center,Long March 4B,2021,5
1065,2021-056G,Halo-NET Free Flyer,USA,Department of Defense/Space Test Program,USA,Unknown,Military,Communications,Optical Imaging,LEO,Non-Polar Inclined,94.5,4.0,4.0,nan,nan,Virgin Orbit,LauncherOne,2021,6
1066,2021-033D,Hangsheng 1,China,"Hunan Hangsheng Satellite Technology Co., Ltd.",China,"Hunan Hangsheng Satellite Technology Co., Ltd.",Commercial,Technology Development,nan,LEO,Sun-Synchronous,94.7,4.0,37.0,nan,nan,Taiyuan Launch Center,Long March 6,2021,4
1067,2019-026E,Harbinger,USA,US Army Space and Missile Defense Command,USA,York Space Systems,Military,Technology Development,Radar Imaging,LEO,Non-Polar Inclined,94.7,4.0,150.0,nan,nan,Rocket Lab Launch Complex 1,Electron,2019,5
1068,2021-006CW,Hawk-2A (HawkEye 360 2A),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
1069,2021-006CZ,Hawk-2B (HawkEye 360 2B),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
1070,2021-006CT,Hawk-2C (HawkEye 360 2C),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,1
1071,2021-059CG,Hawk-3A (HawkEye 360 3A),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,6
1072,2021-059BE,Hawk-3B (HawkEye 360 3B),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,6
1073,2021-059BX,Hawk-3C (HawkEye 360 3C),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.2,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9/Sherpa FX,2021,6
1074,2022-033L,Hawk-4A (HawkEye 360 4A),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.0,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
1075,2022-033J,Hawk-4B (HawkEye 360 4B),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.0,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
1076,2022-033P,Hawk-4C (HawkEye 360 4C),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,95.0,4.0,15.0,nan,nan,Cape Canaveral,Falcon 9,2022,4
1077,2023-011D,Hawk-6A (HawkEye 360 6A),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Non-Polar Inclined,94.7,4.0,31.0,30,nan,Mid-Atlantic Regional Spaceport/Wallops Island,Electron,2023,1
1078,2023-011A,Hawk-6B (HawkEye 360 6B),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Non-Polar Inclined,94.7,4.0,31.0,30,nan,Mid-Atlantic Regional Spaceport/Wallops Island,Electron,2023,1
1079,2023-011C,Hawk-6C (HawkEye 360 6C),USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Non-Polar Inclined,94.7,4.0,31.0,30,nan,Mid-Atlantic Regional Spaceport/Wallops Island,Electron,2023,1
1080,2023-054P,Hawk-7A,USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,94.9,4.0,31.0,30,nan,Vandenberg AFB,Falcon 9,2023,4
1081,2023-054R,Hawk-7B,USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,94.9,4.0,31.0,30,nan,Vandenberg AFB,Falcon 9,2023,4
1082,2023-054Y,Hawk-7C,USA,HawkEye 360,USA,Unitas SFL/HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,94.9,4.0,31.0,30,nan,Vandenberg AFB,Falcon 9,2023,4
1083,2018-099H,Hawk-A (HawkEye 360 Pathfinder 1),USA,HawkEye 360,Denmark/Canada,GomSpace/Unitas SFL,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,96.3,4.0,15.0,nan,nan,Vandenberg AFB,Falcon 9,2018,12
1084,2018-099AN,Hawk-B (HawkEye 360 Pathfinder 2),USA,HawkEye 360,Denmark/Canada,GomSpace/Unitas SFL,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,96.3,4.0,15.0,nan,nan,Vandenberg AFB,Falcon 9,2018,12
1085,2018-099AT,Hawk-C (HawkEye 360 Pathfinder 3),USA,HawkEye 360,Denmark/Canada,GomSpace/Unitas SFL,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,96.3,4.0,15.0,nan,nan,Vandenberg AFB,Falcon 9,2018,12
1086,2017-072B,HEAD-1,China,HEAD Aerospace,China,Shanghai Academy of Spaceflight Technology (SAST),Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,100.9,3.0,45.0,nan,nan,Taiyuan Launch Center,Long March 4C,2017,11
1087,2019-087A,HEAD-2A,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.6,4.0,45.0,nan,nan,Taiyuan Launch Center,Kuaizhou 1A,2019,12
1088,2019-087B,HEAD-2B,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.6,4.0,45.0,nan,nan,Taiyuan Launch Center,Kuaizhou 1A,2019,12
1089,2021-091E,HEAD-2E,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.6,4.0,45.0,45,nan,Taiyuan Launch Center,Long March 4D,2021,10
1090,2021-091H,HEAD-2F,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.6,4.0,45.0,45,nan,Taiyuan Launch Center,Long March 2D,2021,10
1091,2020-034A,HEAD-4,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.5,4.0,45.0,nan,nan,Jiuquan Satellite Launch Center,Long March 2D,2020,5
1092,2020-039C,HEAD-5,China,HEAD Aerospace,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,94.5,4.0,45.0,nan,nan,Jiuquan Satellite Launch Center,Long March 2D,2020,6
